

    0.244147981279710306E-98    0.715485432424796373E+08    0.230225681349748687E+06    0.345575198580780113E+07    0.264002095147650380E+03    0.198532570859457934E+03    0.514027731898051565E-01    0.340822668358810233E+03
    0.349810717980015023E-98    0.715485424832442850E+08    0.200361668243091553E+06    0.345575192937036697E+07    0.187654681285198649E+03    0.284692684781173739E+03    0.386364979708134604E+00    0.144565202898090888E+03
    0.838852957081982556E-98    0.715485406939578205E+08    0.235860544991679752E+06    0.345575190579867642E+07    0.198789033467582385E+03    0.270669773968835443E+03    0.310590141645868623E+00    0.356006495525606624E+03
    0.317608592381788724E-97    0.715485379912189394E+08    0.229523964665641251E+06    0.345575193581314897E+07    0.281157961482593805E+03    0.172109209210078518E+03    0.610739147543085670E+00    0.198090861186316118E+03
    0.546061994498486918E-96    0.715485322622232884E+08    0.197202817962267785E+06    0.345575190193679277E+07    0.212791083336435889E+03    0.277191540032866556E+03    0.198477852551832951E+00    0.195852707273072554E+03
    0.659551911603910118E-96    0.715485318445669562E+08    0.209230180628875329E+06    0.345575180563294748E+07    0.194667693638854644E+03    0.287136821272466932E+03    0.636950904257816419E+00    0.229976828443815691E+03
    0.459882667400938895E-93    0.715485187102349848E+08    0.228456732158662053E+06    0.345575199915119540E+07    0.259831499376485056E+03    0.192859171102096013E+03    0.340235126703655077E+00    0.126817901721287200E+03
    0.388322763188218045E-90    0.715485051929934770E+08    0.202620440799961158E+06    0.345575198504002485E+07    0.276694338296553951E+03    0.159780289546533936E+03    0.553015979546694569E+00    0.121215930743772390E+03
    0.302606762948638827E-89    0.715485010466287136E+08    0.227786607937810390E+06    0.345575193124845577E+07    0.197779979036775416E+03    0.258651936490279013E+03    0.776864149903941592E+00    0.466063089239156483E+02
    0.348214831728280776E-89    0.715485007258577645E+08    0.199133712406547304E+06    0.345575185711068194E+07    0.178577463300865077E+03    0.275489373974137891E+03    0.536356162162207051E+00    0.305415865623634097E+01
    0.599663561315422426E-88    0.715484949935892969E+08    0.206946508496800700E+06    0.345575185298613831E+07    0.223114510225426841E+03    0.263339842405406841E+03    0.653818124329927031E+00    0.278932640059637322E+03
    0.403179212615332166E-87    0.715484911423943192E+08    0.188804651873006747E+06    0.345575183360878052E+07    0.204874722329255007E+03    0.270090464389192903E+03    0.400376421001616800E+00    0.182039206022361491E+02
