    0.238172507019042969E+07    0.345572830420100084E+07    0.250021371841430664E+03    0.248780379081726096E+03    0.156671643257141113E+00    0.653613390922546387E+02    0.425142365694046021E+02    0.329930385351181030E+03    0.119001090526580811E+00    0.353845318317413330E+03    0.130865585803985579E+00   -0.359973854626000822E+08   -0.391195633965034517E+01    1
    0.251048176236152649E+07    0.345572853568828944E+07    0.197974253892898560E+03    0.237464378098964687E+03    0.590004682540893555E+00    0.694320681095123291E+02    0.482557082772254944E+02    0.492046644687652588E+03    0.406625211238861084E+00    0.129472007036209106E+03    0.473503321409225464E-01   -0.359957401936826706E+08   -0.393195633965034208E+01    1
    0.255450934247970581E+07    0.345576316316614067E+07    0.246093098640441895E+03    0.175163055859088900E+03    0.338617086410522461E+00    0.342021751642227173E+03    0.707263831496238708E+02    0.329302647113800049E+03    0.422941207885742188E+00    0.255260104656219482E+03    0.126879259943962097E+00   -0.359931610889198259E+08   -0.395195633965034165E+01    1
    0.215964140355587006E+07    0.345577738634049334E+07    0.226745619058609009E+03    0.297992346996784249E+03    0.244043409824371338E+00    0.346171910047531128E+03    0.461839576959609985E+02    0.409608906507492065E+03    0.936732292175292969E+00    0.257789456605911255E+03    0.128362217545509333E+00   -0.359880214387635142E+08   -0.397195633965034300E+01    1
    0.233220746777057648E+07    0.345573066898668231E+07    0.237494916439056396E+03    0.211261753726482397E+03    0.835314989089965820E+00    0.106417632579803467E+03    0.268538856506347656E+02    0.328415569067001343E+03    0.635925233364105225E+00    0.273482846498489380E+03    0.590126931667327853E-01   -0.359868693249705285E+08   -0.399195633965034391E+01    1
    0.204191954014301300E+07    0.345572630752838915E+07    0.226981330871582031E+03    0.170264387877941118E+03    0.459677875041961670E+00    0.309514846086502075E+03    0.375321288108825684E+02    0.566910912990570068E+03    0.986153960227966309E+00    0.260132005214691162E+02    0.992004454135894803E-01   -0.359752099563980103E+08   -0.401195633965034215E+01    1
    0.251197346990108490E+07    0.345574313184093265E+07    0.154840990543365479E+03    0.261920922028064751E+03    0.248384535312652588E+00    0.195013705730438232E+03    0.427311344742774963E+02    0.257998106479644775E+03    0.225271522998809814E+00    0.117956394672393799E+03    0.100734749436378473E+00   -0.359741924333755001E+08   -0.403195633965034173E+01    1
    0.202221163682937622E+07    0.345577306836433895E+07    0.165321043491363525E+03    0.286070259439468430E+03    0.402497470378875732E+00    0.334181847572326660E+02    0.341859518289566040E+02    0.497341072559356689E+03    0.737767934799194336E+00    0.138874506950378418E+01    0.104079079627990720E+00   -0.359714038994192779E+08   -0.405195633965034396E+01    1
    0.187224357223510742E+07    0.345576808670368185E+07    0.262799487113952637E+03    0.239801579092979466E+03    0.514870762825012207E+00    0.236154787540435791E+03    0.694590613842010498E+02    0.278423438072204590E+03    0.794090986251831055E+00    0.140292780399322510E+03    0.103805512189865112E-01   -0.359708217214182317E+08   -0.407195633965034443E+01    1
    0.237069736027717590E+07    0.345572495754702389E+07    0.199925101757049561E+03    0.196099609243392933E+03    0.767142593860626221E+00    0.284173703670501709E+03    0.465250241756439209E+01    0.385904840230941772E+03    0.785631120204925537E+00    0.153378018140792847E+03    0.101546475291252131E+00   -0.359696147045641169E+08   -0.409195633965034400E+01    1
    0.198851721496582031E+07    0.345576840478036553E+07    0.251306398153305054E+03    0.192227796643733967E+03    0.447580039501190186E+00    0.360891579389572144E+03    0.710990519523620605E+02    0.306285661458969116E+03    0.535027086734771729E+00    0.328232020139694214E+03    0.209458976984024034E-01   -0.359692540464853644E+08   -0.411195633965034357E+01    1
    0.174694756727218628E+07    0.345572425938577857E+07    0.248052947282791138E+03    0.233533199994087227E+03    0.486495971679687500E+00    0.192799381017684937E+03    0.762616493105888367E+02    0.592066602706909180E+03    0.887063264846801758E+00    0.321995044946670532E+03    0.108027639985084536E+00   -0.359683094801030979E+08   -0.413195633965034226E+01    1
    0.192917545170783997E+07    0.345577602105077868E+07    0.229627001047134399E+03    0.230146939723014839E+03    0.583514750003814697E+00    0.269244037866592407E+03    0.669765224456787109E+02    0.435397702455520630E+03    0.240843415260314941E+00    0.171526082038879395E+03    0.103750437498092655E-01   -0.359666805034170002E+08   -0.415195633965034450E+01    1
    0.199050074183940887E+07    0.345576846680060169E+07    0.165886094093322754E+03    0.300372094377517726E+03    0.425768792629241943E+00    0.354058851242065430E+03    0.582127129435539246E+02    0.239555172920227051E+03    0.801820874214172363E+00    0.371004452705383301E+02    0.316260874271392795E-01   -0.359647571037748680E+08   -0.417195633965034762E+01    1
    0.212678530306816101E+07    0.345576593631728180E+07    0.197078180789947510E+03    0.195198706124305716E+03    0.880734264850616455E+00    0.100660509824752808E+03    0.488854539394378662E+02    0.579290821552276611E+03    0.972810268402099609E+00    0.228016562223434448E+03    0.189958512783050537E-01   -0.359627966936035678E+08   -0.419195633965034720E+01    1
    0.199686483449935913E+07    0.345577083782332344E+07    0.208368390321731567E+03    0.177447298235416412E+03    0.841533780097961426E+00    0.322924570560455322E+03    0.485902634263038635E+02    0.489843003749847412E+03    0.258270502090454102E-01    0.257759450912475586E+03    0.768449038267135648E-01   -0.359624853011457175E+08   -0.421195633965034677E+01    1
    0.184239255287647247E+07    0.345574127695593284E+07    0.233678161621093750E+03    0.192543894691467273E+03    0.151253938674926758E+00    0.724324638843536377E+02    0.839552788734436035E+02    0.542329055070877075E+03    0.715102314949035645E+00    0.870145149230957031E+02    0.596441477537155151E-01   -0.359615091349630058E+08   -0.423195633965034279E+01    1
    0.169458412919044495E+07    0.345576403767413180E+07    0.226800552129745483E+03    0.268323006471157100E+03    0.911261439323425293E-01    0.955088815689086914E+02    0.306372455358505249E+02    0.467278333902359009E+03    0.927660465240478516E+00    0.361088710069656372E+03    0.695223391056060819E-01   -0.359571546301627085E+08   -0.425195633965034059E+01    1
    0.182660543081760406E+07    0.345578361075403821E+07    0.181763632059097290E+03    0.240272514410972633E+03    0.947993993759155273E+00    0.236962858438491821E+03    0.330265272855758667E+02    0.521599152088165283E+03    0.399712741374969482E+00    0.805580403804779053E+02    0.776603758335113470E-01   -0.359566664691086411E+08   -0.427195633965034727E+01    1
    0.214843850815296173E+07    0.345574395809219498E+07    0.184917791128158569E+03    0.225497650074958813E+03    0.171817064285278320E+00    0.203934791088104248E+02    0.167015861272811890E+02    0.245924015045166016E+03    0.297006785869598389E+00    0.142219631910324097E+03    0.141562190651893599E+00   -0.359554287465824708E+08   -0.429195633965034329E+01    1
    0.232244288856983185E+07    0.345574706561294850E+07    0.198180980682373047E+03    0.269324766132354739E+03    0.610073208808898926E-01    0.109065358400344849E+03    0.404705681800842285E+02    0.379898960590362549E+03    0.569745540618896484E+00    0.209429347753524780E+03    0.590992748737335163E-01   -0.359467519819422960E+08   -0.431195633965034109E+01    1
    0.191841346042156219E+07    0.345576098578003095E+07    0.201298105955123901E+03    0.176414842020988459E+03    0.998803496360778809E+00    0.145010747194290161E+03    0.383783947229385376E+02    0.278331887722015381E+03    0.708339154720306396E+00    0.207663546323776245E+03    0.145685881376266479E+00   -0.359427886539254859E+08   -0.433195633965034244E+01    1
    0.155654941539764404E+07    0.345575668781266361E+07    0.271710021495819092E+03    0.252215850232124353E+03    0.944741964340209961E+00    0.824958701133728027E+02    0.126573905348777771E+02    0.556840759515762329E+03    0.445219159126281738E+00    0.305093334674835205E+03    0.345392614603042616E-01   -0.359425898490255177E+08   -0.435195633965034201E+01    1
    0.148427379410266876E+07    0.345577966171074938E+07    0.256478328704833984E+03    0.229421432421207442E+03    0.562480747699737549E+00    0.192787252902984619E+03    0.956388397216796875E+02    0.410750024318695068E+03    0.637269675731658936E+00    0.785420613288879395E+02    0.102274551987648010E+00   -0.359414156437943205E+08   -0.437195633965034336E+01    1
    0.157342169704437256E+07    0.345576894510412542E+07    0.227238065481185913E+03    0.184089786383151989E+03    0.213708698749542236E+00    0.349551141262054443E+02    0.320150136947631836E+02    0.581307601928710938E+03    0.128981173038482666E+00    0.306120514392852783E+03    0.155619263648986809E-01   -0.359383435535593033E+08   -0.439195633965034649E+01    1
    0.139212761936187744E+07    0.345578046618592646E+07    0.285933021306991577E+03    0.231368370035171523E+03    0.137879133224487305E+00    0.195439491510391235E+03    0.852934050559997559E+02    0.540027838945388794E+03    0.202340781688690186E+00    0.110940833568572998E+03    0.174351274967193583E-01   -0.359367466439816877E+08   -0.441195633965034784E+01    1
    0.138558184139728546E+07    0.345572376393657411E+07    0.244667073249816895E+03    0.289065882387638112E+03    0.826166212558746338E+00    0.287929362058639526E+03    0.687247996926307678E+02    0.393027443885803223E+03    0.719387352466583252E+00    0.234128372669219971E+03    0.638945102691650391E-01   -0.359365279583891705E+08   -0.443195633965034474E+01    1
    0.155114373593330383E+07    0.345576111288546957E+07    0.159425698995590210E+03    0.281092066278457651E+03    0.398717224597930908E+00    0.269254820823669434E+03    0.747120894193649292E+02    0.430005019903182983E+03    0.429762601852416992E-01    0.651588711738586426E+02    0.103988260030746463E-01   -0.359347832074218616E+08   -0.445195633965034343E+01    1
    0.143424440863132477E+07    0.345578168674665084E+07    0.266034267663955688E+03    0.175131794236659999E+03    0.240723967552185059E+00    0.128001185655593872E+03    0.126420660018920898E+02    0.425388250350952148E+03    0.869496762752532959E+00    0.315105603218078613E+03    0.141823643445968622E+00   -0.359301622087901160E+08   -0.447195633965034745E+01    1
    0.231756106324195862E+07    0.345574841176722618E+07    0.231239879131317139E+03    0.265910659583568588E+03    0.333447515964508057E+00    0.140289070367813110E+03    0.188086533546447754E+02    0.309398849010467529E+03    0.357319295406341553E+00    0.174079625129699707E+03    0.928028672933578491E-01   -0.359247526961369962E+08   -0.449195633965034435E+01    1
    0.165620179314613342E+07    0.345575876461517345E+07    0.154286813259124756E+03    0.216309683074474350E+03    0.130125880241394043E+00    0.115013103008270264E+03    0.274694043397903442E+02    0.292212501764297485E+03    0.752932786941528320E+00    0.683626461029052734E+01    0.964892953634262085E-01   -0.359238201681438312E+08   -0.451195633965034482E+01    1
    0.143155008056163788E+07    0.345574487242414011E+07    0.175396203041076660E+03    0.300056361962795336E+03    0.102852702140808105E+00    0.214722521305084229E+02    0.544495044946670532E+02    0.350213385820388794E+03    0.431751608848571777E+00    0.644572412967681885E+02    0.120541539788246152E+00   -0.359237504321576282E+08   -0.453195633965034705E+01    1
    0.128059048466682434E+07    0.345575777534811711E+07    0.222093223810195923E+03    0.277110015326023131E+03    0.581338584423065186E+00    0.240749520540237427E+03    0.551442599296569824E+02    0.358731871843338013E+03    0.989193141460418701E+00    0.839733521938323975E+02    0.399050652980804457E-01   -0.359203103631663769E+08   -0.455195633965034396E+01    1
    0.138502780954837799E+07    0.345572753299965011E+07    0.161445295810699463E+03    0.217700376541137700E+03    0.590768575668334961E+00    0.941546332836151123E+02    0.820230305194854736E+02    0.341136447191238403E+03    0.870616436004638672E-01    0.230470194816589355E+02    0.551188409328460666E-01   -0.359178589636843428E+08   -0.457195633965034354E+01    1
    0.205759260592460632E+07    0.345574849566653790E+07    0.277028678894042969E+03    0.181100886096477495E+03    0.920947551727294922E+00    0.261296759843826294E+03    0.552585890889167786E+02    0.563978244066238403E+03    0.697350502014160156E-02    0.265443425178527832E+03    0.125522679090499883E+00   -0.359164427360702679E+08   -0.459195633965034666E+01    1
    0.116098893666267395E+07    0.345576041859662673E+07    0.191798933267593384E+03    0.290678215937614482E+03    0.607727885246276855E+00    0.194719853878021240E+03    0.506302201747894287E+02    0.329249442815780640E+03    0.299297630786895752E+00    0.308300277233123779E+03    0.123778849840164185E+00   -0.359101719931789860E+08   -0.461195633965034801E+01    1
    0.241687127215862274E+07    0.345575170468131732E+07    0.259087224721908569E+03    0.212646447487831125E+03    0.164839208126068115E+00    0.233795120716094971E+03    0.155460620522499084E+02    0.403071912527084351E+03    0.562499940395355225E+00    0.115619378566741943E+03    0.133867800235748291E+00   -0.359042705464139655E+08   -0.463195633965034759E+01    1
    0.119541721858978271E+07    0.345574150359035889E+07    0.172185411453247070E+03    0.178688638926982861E+03    0.809818625450134277E+00    0.320978257656097412E+03    0.350360178947448730E+02    0.450025215148925781E+03    0.146466732025146484E+00    0.514729337692260742E+02    0.255411028861999498E-01   -0.359035648909122124E+08   -0.465195633965034716E+01    1
    0.107492179126739502E+07    0.345577968330557365E+07    0.191173804044723511E+03    0.244717855627536778E+03    0.397339284420013428E+00    0.244693848133087158E+03    0.715780687332153320E+01    0.333533849716186523E+03    0.158608198165893555E+00    0.142750513553619385E+02    0.144896507263183585E-02   -0.359032206154061779E+08   -0.467195633965034407E+01    1
